PRCP,SWE,ET,PR,SRAD,TMMN,TMMX,VPD,Q,gage,date
0.0,34.24186715068757,0.6139064581269208,0.0203936429602766,68.33927241035903,262.0927462808518,270.61566349544364,0.1639165615359536,26.5894752,05131500,2016-01-01 00:00:00+00:00
0.0,34.24186715068757,0.7994338372250716,0.0,67.30981880799688,263.38846100972165,271.16084819046955,0.1445438449169243,25.48512,05131500,2016-01-02 00:00:00+00:00
0.0,34.24186715068757,0.541372789748631,0.0437290736631635,50.44547696310356,264.15636099386313,270.75965626016296,0.172419431540073,22.936608,05131500,2016-01-03 00:00:00+00:00
0.0,34.24186715068757,0.82982900038674,0.0,68.15347070764136,264.6951959396738,271.8996061573338,0.1941923235879805,20.246512,05131500,2016-01-04 00:00:00+00:00
0.0,34.24186715068757,0.9399730697270158,0.0,61.05111561045506,266.04495889182874,271.70368772975246,0.1815547708171624,18.6324544,05131500,2016-01-05 00:00:00+00:00
0.3591900795019732,34.6009331528319,0.4072042871137916,0.5784138136253194,60.74968934521832,267.58354597361284,270.7253346773721,0.0817545614814906,16.6502784,05131500,2016-01-06 00:00:00+00:00
2.0528728223616377,34.46849801548357,0.497751704538006,1.2638500120625904,30.352472042871213,269.6573868030224,272.94481666179684,0.2263556289498774,15.262755199999999,05131500,2016-01-07 00:00:00+00:00
0.4644977392054819,34.93290751286366,0.2946239603286592,0.1423476219900047,26.65609682752805,257.1317313064502,271.3394138572773,0.2344143473794271,14.5548352,05131500,2016-01-08 00:00:00+00:00
0.0,34.93290751286366,0.0,0.0,51.59040600770729,243.21467928104812,257.26079905310297,0.0319455118844981,14.469884799999999,05131500,2016-01-09 00:00:00+00:00
0.0,34.93290751286366,0.0997198569897275,0.2453989559586054,61.10429051784569,241.306037803856,255.33947334146347,0.0014528496139091,14.1867168,05131500,2016-01-10 00:00:00+00:00
1.0672280467582065,36.00004359839939,0.0263174358604824,0.8264337119824078,29.66162363905611,243.4751650650638,255.58633961569365,0.0092067832887973,13.9318656,05131500,2016-01-11 00:00:00+00:00
0.0,36.00004359839939,0.0985402127382518,0.0549739309036815,46.549799545483296,246.7562497605697,255.2166268919766,0.0,13.3655296,05131500,2016-01-12 00:00:00+00:00
0.0422512757122268,36.04230497794579,0.0999804928201726,0.8435889726810419,36.088504381153605,251.2760161363664,259.0194830741228,0.0,12.5443424,05131500,2016-01-13 00:00:00+00:00
4.24630404372062,40.28864748035281,0.3000000119209289,4.004865760457999,49.79382546931404,256.87001030702487,264.8096210348764,0.1037201474079678,11.1568192,05131500,2016-01-14 00:00:00+00:00
0.0471715052257908,40.33582573426988,0.1002306840088633,0.0,67.4081818800049,248.24095901178984,261.63280552578254,0.0696898955604979,10.194048,05131500,2016-01-15 00:00:00+00:00
0.0,40.33582573426988,0.0,0.0,41.23999394011497,242.3819670624008,253.1872713731325,0.009084839099524,10.052464,05131500,2016-01-16 00:00:00+00:00
