PRCP,SWE,ET,PR,SRAD,TMMN,TMMX,VPD,Q,gage,date
0.0,0.0,1.1934479498552768,0.0,100.02114805573098,265.8366948708157,278.0134311942634,0.2357375057605929,3.4829664,07169500,2016-01-01 00:00:00+00:00
0.0,0.0,1.3962627323086785,0.0,98.71135346486297,265.9809696769444,282.0066882137092,0.3789640529638461,2.7665513600000002,07169500,2016-01-02 00:00:00+00:00
0.0,0.0,1.2128937081309454,0.0,100.38209199305987,264.81283039954485,279.7647420121673,0.3038264175979469,2.20304704,07169500,2016-01-03 00:00:00+00:00
0.0,0.0,0.5109244445794953,0.0,101.52437799222182,264.7983317689057,271.2697566193487,0.0502056329544807,1.75847328,07169500,2016-01-04 00:00:00+00:00
0.4759807002019316,0.4759807002019316,1.193494740008183,0.442508170672738,100.28516457612764,266.07517053377023,277.95425698070886,0.0769421477255832,17.8679008,07169500,2016-01-05 00:00:00+00:00
4.417298109186614,1.125459045937067,1.1090426326998466,4.644457177321359,58.83974248875527,274.14496603228537,277.8606482274144,0.0283438467487696,23.4179936,07169500,2016-01-06 00:00:00+00:00
5.451753890289418,0.3395051216946267,0.7908722077776794,5.410740221395924,33.319666841629704,276.0779400015857,280.9602472810933,0.286227105978511,13.6486976,07169500,2016-01-07 00:00:00+00:00
0.0,0.0168752381154998,0.4641106595394805,0.0,61.581328444626834,270.885803839477,276.7199059256892,0.3381563752841197,15.3477056,07169500,2016-01-08 00:00:00+00:00
0.0,0.0156103201485071,0.5132776604612733,0.0,45.85374399394732,257.7807683877168,272.3939408003186,0.2192129858536179,15.5176064,07169500,2016-01-09 00:00:00+00:00
0.0,0.0156103201485071,0.8967618699865189,0.0,107.17291399729454,257.8732503927101,270.3173131560968,0.0047295794009371,12.4877088,07169500,2016-01-10 00:00:00+00:00
0.0,0.0156103201485071,1.6511932517785215,0.0,100.5937291959671,267.74740113851664,280.1165001914252,0.3495360345828324,11.1001856,07169500,2016-01-11 00:00:00+00:00
0.0,0.0153105648847656,1.0309112805126053,0.0,105.38174320923228,266.14585641421263,276.97249264863973,0.1515542448558417,10.7037504,07169500,2016-01-12 00:00:00+00:00
0.0,0.0153105648847656,1.84251847619124,0.0,105.25288934592945,268.44046767328456,286.23847136936075,0.3783185247637052,10.4488992,07169500,2016-01-13 00:00:00+00:00
0.0,0.010527072929369,2.3598567243302595,0.0,105.64434106822954,271.61456606386776,288.89156368736616,0.7142846838704829,21.3508672,07169500,2016-01-14 00:00:00+00:00
0.0,4.890304251010803e-06,1.0753590162116695,0.0,106.8861024601741,266.0511592175113,278.58779728393336,0.3615672667387322,23.3896768,07169500,2016-01-15 00:00:00+00:00
0.0,4.890304251010803e-06,1.113605274431592,0.0,95.64717494887952,263.73204288739987,276.04753549858685,0.3287021618520921,23.1914592,07169500,2016-01-16 00:00:00+00:00
0.0,4.890304251010803e-06,0.5944978675399284,0.0,64.46772767658041,260.9368348688873,265.0776573087253,0.1337881884033369,22.8799744,07169500,2016-01-17 00:00:00+00:00
0.0,4.890304251010803e-06,1.1027508065654257,0.0,106.58308308693044,262.68592046687627,271.10821812013506,0.0784977507507603,22.5401728,07169500,2016-01-18 00:00:00+00:00
0.030545737568307,0.030550627872558,0.9198853908622238,0.0124996496988536,41.23422076758576,267.4172235105093,271.66818195684783,0.0957294327758789,21.4641344,07169500,2016-01-19 00:00:00+00:00
0.0040764965711075,0.0337504969692057,0.672344104817979,0.0527570567388552,101.18572215669332,267.88496746610883,271.41693440850247,0.0504414122016126,6.2863296,07169500,2016-01-20 00:00:00+00:00
0.0434415923186216,0.0324170940877861,0.4319477845192246,0.0947557557244366,46.85376995766091,265.1565568426517,271.91817433262327,0.1054400915312568,3.3413824,07169500,2016-01-21 00:00:00+00:00
0.0,0.0324170940877861,0.7231381261699531,0.0,108.75728926230512,266.2662755587738,270.44212334435804,0.069645231175704,3.1714816,07169500,2016-01-22 00:00:00+00:00
0.0,0.0316259447279172,1.088775596146076,0.0,113.52354999381868,268.03911474117643,275.7877988271509,0.0648011202253713,3.1997984,07169500,2016-01-23 00:00:00+00:00
0.0,0.0269496727267373,2.110129433722461,0.0,111.09728856159536,270.4257957061032,284.73677652995315,0.4028651784780945,3.114848,07169500,2016-01-24 00:00:00+00:00
0.0,0.0168466503472991,1.1780124895899526,0.0,105.27718788086764,268.3084176053512,277.8340753033003,0.2454724369321754,3.1714816,07169500,2016-01-25 00:00:00+00:00
0.0,0.0119628051242335,1.3200426058989856,0.0,120.33505117591542,265.1872547603528,280.6923959515695,0.2602400164379472,3.114848,07169500,2016-01-26 00:00:00+00:00
0.0,0.0119628051242335,2.119301499684604,0.0,119.75374441466002,267.5994669463301,286.15713854741574,0.4610651311292918,6.3146464,07169500,2016-01-27 00:00:00+00:00
0.0,0.0119628051242335,2.2785723161551066,0.0,120.19554451665584,269.6996628691539,288.77771124084774,0.5082617694195987,9.2595936,07169500,2016-01-28 00:00:00+00:00
0.0,0.0082151000665342,3.643114926667132,0.0,120.6003842524327,270.52306602683063,294.94617428878746,0.8420803297032237,9.0896928,07169500,2016-01-29 00:00:00+00:00
0.0,0.0,2.111188787380889,0.0,120.7864133415339,272.1574129745874,290.4997489771729,0.6062122515190352,4.0493024,07169500,2016-01-30 00:00:00+00:00
0.0,0.0,1.1475677238284443,0.0,113.45971848463844,272.9348797340738,284.6625561003329,0.3843233785806893,2.29932416,07169500,2016-01-31 00:00:00+00:00
13.934671425935656,0.0,0.7181906206200577,14.110298661946135,91.82315969675464,274.4475910475432,285.742947779301,0.4333461558285791,2.25401728,07169500,2016-02-01 00:00:00+00:00
0.0,0.0,0.2603540831743134,0.0094113860794158,117.12662426086068,271.3229882405098,283.3139564113202,0.5641140036494919,2.65328416,07169500,2016-02-02 00:00:00+00:00
0.0,0.0,1.023366964003055,0.0,130.96985681889288,263.9735538594607,276.5333398356374,0.2470390784242994,3.1431648,07169500,2016-02-03 00:00:00+00:00
0.0,0.0,1.9378868984464528,0.0,141.88816799170266,264.63408659725235,281.4783806690415,0.3497350338752502,6.088112,07169500,2016-02-04 00:00:00+00:00
0.0,0.0,2.0319077306181432,0.0,128.0864789071541,268.68989890147265,284.704978726966,0.4436853508448927,9.1463264,07169500,2016-02-05 00:00:00+00:00
0.0,0.0,2.8780085214232334,0.0,141.16720495418028,269.70204815931174,283.5125111450428,0.4662712450736329,6.3429632,07169500,2016-02-06 00:00:00+00:00
0.0,0.0,3.375230413894001,0.0,99.33445536411897,272.80278677507835,286.2318874964485,0.7688300019652489,5.5500928,07169500,2016-02-07 00:00:00+00:00
0.0,0.0,1.1384092617508623,0.0,126.84505037767669,269.61745585930225,278.94185965560786,0.4456384885787376,5.4368256,07169500,2016-02-08 00:00:00+00:00
0.0,0.0,1.7686839087152355,0.0,146.6810301256413,264.91717619173096,277.3992176224327,0.1675795851464193,5.3235584,07169500,2016-02-09 00:00:00+00:00
